service,weekday,hour,avg_eta,eta_variability
110,2,15,12.0,7.0
110,2,16,9.38888888888889,7.251027737220606
110,2,19,12.36231884057971,8.078604667108914
110,2,20,13.5,8.717797887081346
110,2,22,12.043478260869565,7.519454733455814
110,2,23,11.916666666666666,7.07670192568032
110,3,4,38.0,
110,3,5,30.632653061224488,8.28325086532813
110,3,8,11.13953488372093,7.80592386572939
110,3,9,8.25,5.643387820002849
110,3,11,12.36231884057971,7.721191264559151
110,3,12,11.708333333333334,8.358693296394383
110,3,14,12.405797101449275,8.194903079819708
110,3,15,15.0,12.631912657681905
110,3,17,7.222222222222222,6.016181882593348
110,3,18,10.261904761904763,6.812672542515405
110,4,0,9.181818181818182,6.779648690281551
110,4,9,15.333333333333334,8.504900548115383
110,4,10,14.651515151515152,10.33514158176614
110,4,12,11.291666666666666,7.646989556378531
111,1,18,20.61006289308176,12.718426754514233
111,1,21,20.850931677018632,12.216388163100937
111,2,1,0.0,
111,2,7,12.951515151515151,8.447691314434753
111,2,10,16.812121212121212,10.524412896427352
111,2,13,20.567901234567902,11.41702486596764
111,2,14,20.745098039215687,13.032090076901378
111,2,17,16.187878787878788,10.584496185336983
111,2,20,13.654545454545454,9.032228572913114
111,2,23,13.3375,9.274220372732826
111,3,5,38.5,3.585685828003181
111,3,6,19.48507462686567,11.080522146858447
111,3,9,18.468354430379748,12.066519921142833
111,3,12,17.096969696969698,11.38367693310772
111,3,15,14.757575757575758,9.672787775791749
111,3,18,18.333333333333332,11.81622564128652
111,3,19,18.192592592592593,11.745749498776329
111,4,12,17.208333333333332,12.208262229599539
111,4,13,18.71604938271605,10.85614407593833
111,4,21,17.78048780487805,10.678277471394791
112,1,20,20.544117647058822,12.63731549496925
112,1,23,19.5,11.455120262126462
112,2,6,16.0,10.047333233723714
112,2,9,19.307692307692307,13.166698746215157
112,2,12,15.72463768115942,9.65595623145006
112,2,15,19.870967741935484,11.743769796460507
112,2,16,20.88421052631579,13.682465217324406
112,2,19,18.523076923076925,11.94705074346406
112,2,22,20.86764705882353,12.541373794161473
112,3,4,33.42622950819672,6.694423092877243
112,3,8,17.514705882352942,12.951182010473392
112,3,11,18.448818897637796,11.878156998174882
112,3,14,13.77536231884058,9.952454941210132
112,3,17,20.42105263157895,12.935276247952544
112,4,0,14.641975308641975,11.07396568756571
112,4,9,18.44927536231884,11.835288360067867
112A,1,23,32.166666666666664,7.023071223600448
112A,4,0,16.863636363636363,10.283113548066279
112B,2,19,22.285714285714285,12.952152012628703
112B,3,17,33.333333333333336,3.9327683210007
113,1,20,17.968992248062015,10.97578156705717
113,1,23,17.06451612903226,10.568200449441479
113,2,6,15.720930232558139,10.311535367146204
113,2,9,15.976744186046512,10.513729949064722
113,2,12,16.54263565891473,11.73203929945817
113,2,15,16.8,11.152238062070925
113,2,16,15.470588235294118,12.333028810832102
113,2,19,18.07758620689655,12.318350300382695
113,2,22,16.914728682170544,10.387064527388095
113,3,4,34.45762711864407,5.593475367439143
113,3,8,15.751937984496124,10.14121464599404
113,3,11,15.751937984496124,10.339571291698897
113,3,14,13.085271317829458,8.487151141350322
113,3,17,20.555555555555557,12.64187046638625
113,3,23,14.666666666666666,10.066445913694333
113,4,0,14.245283018867925,10.250027940268277
113,4,9,15.255813953488373,10.673623352222823
113A,2,6,22.022727272727273,12.278717902095435
113A,2,19,22.733333333333334,14.28752369493515
113A,3,8,31.88235294117647,7.8173073444535275
113A,3,17,28.06451612903226,9.018261044018658
114,1,20,20.333333333333332,12.089703037718913
114,1,23,14.0,14.142135623730951
114,2,0,20.333333333333332,14.684113470202998
114,2,6,8.866666666666667,5.431284431394902
114,2,9,18.766666666666666,11.793286615503003
114,2,12,17.77777777777778,12.932201284598051
114,2,13,17.7,12.311241475442948
114,2,15,23.0,15.0
114,2,16,20.85185185185185,12.034257842649117
114,2,19,8.833333333333334,5.534115718125995
114,2,22,19.727272727272727,11.431709525875064
114,3,5,31.4,8.958383312794076
114,3,8,10.2,6.619719756543507
114,3,11,18.966666666666665,12.922803510643991
114,3,14,19.1,13.044618390950243
114,3,17,8.666666666666666,6.506407098647712
114,3,18,12.925925925925926,5.757442848014051
114,4,0,11.5,15.588457268119896
114,4,9,15.0,14.0
114,4,10,22.074074074074073,12.63671672890588
115,2,9,20.34375,14.3608099668238
115,2,12,21.161290322580644,13.486034193919645
115,2,15,20.73913043478261,14.248500371823337
115,2,16,21.833333333333332,10.419532938988517
115,2,19,18.38888888888889,12.380347970595006
115,3,8,21.5,12.663784133166063
115,3,11,21.071428571428573,12.86087541352129
115,3,14,19.71875,13.921981632678776
115,3,17,21.333333333333332,13.001098854657304
115,4,9,21.25,12.103335934391835
116,1,20,22.22772277227723,12.879348732074005
116,1,23,7.84,7.238093671679028
116,2,0,3.0,1.0
116,2,6,13.981481481481481,9.712677409324257
116,2,9,12.925925925925926,8.779440409331555
116,2,12,19.314814814814813,12.304279438014664
116,2,15,13.212121212121213,7.908688164597748
116,2,16,13.053333333333333,9.217922221959247
116,2,19,16.046296296296298,11.0820088762741
116,2,22,16.90740740740741,10.859800721943218
116,3,8,12.833333333333334,8.595260593658415
116,3,11,14.648148148148149,9.527446642687057
116,3,14,13.38888888888889,9.304639917134834
116,3,17,14.38961038961039,11.250913230952275
116,3,18,16.833333333333332,12.527072133259393
116,3,23,0.0,
116,4,0,0.4,0.8944271909999159
116,4,9,16.75,10.349174927826224
116,4,10,10.458333333333334,7.523754651633121
116A,2,6,37.0,3.605551275463989
116A,3,8,11.066666666666666,6.627504019146991
117,1,20,18.937007874015748,12.585421164854315
117,1,23,17.974358974358974,11.879234702463668
117,2,0,9.384615384615385,8.18065259762795
117,2,6,2.0,2.345207879911715
117,2,9,16.314814814814813,10.877527179888915
117,2,12,20.684782608695652,12.647321449350182
117,2,13,20.695652173913043,11.483113366292269
117,2,15,19.044025157232703,12.3628403560933
117,2,16,21.058252427184467,12.785427705866173
117,2,18,28.75,9.016399200648479
117,2,19,27.054945054945055,12.185932360592991
117,2,22,16.903703703703705,11.069818355550977
117,3,7,34.68181818181818,6.7780202449947335
117,3,8,25.125,12.512216252748972
117,3,11,21.699588477366255,12.446757677783133
117,3,14,18.85114503816794,12.287924274467676
117,3,17,10.96774193548387,8.927425425685884
117,3,18,4.8,3.1144823004794873
117,3,23,14.962264150943396,11.877890247411774
117,4,0,10.8,1.6431676725154984
117,4,8,17.46153846153846,15.169131949540294
117,4,9,17.107913669064747,11.882693936178729
117,4,10,17.04901960784314,11.337642071532597
117A,2,6,35.1,4.794672969962487
117A,3,8,1.5,1.9748417658131499
117M,2,6,18.70566037735849,11.562911173595603
117M,2,9,0.5,0.7071067811865476
117M,2,16,39.0,
117M,2,18,12.4,10.913053506792005
117M,2,19,13.414893617021276,9.595464140633515
117M,3,4,30.5,6.363961030678928
117M,3,5,31.68421052631579,8.11773255240148
117M,3,7,16.90909090909091,12.057940926789259
117M,3,8,15.440944881889763,10.430155870410802
117M,3,17,17.72972972972973,11.25559246913369
117M,3,18,20.757009345794394,10.572160952143372
117M,4,8,3.5,3.271085446759225
117M,4,9,4.818181818181818,4.166969685951215
118,1,20,15.066666666666666,10.19781360384914
118,1,21,15.290598290598291,10.35579117430721
118,1,23,13.0,3.1622776601683795
118,2,6,17.88235294117647,9.830538514148634
118,2,7,16.555555555555557,9.540715514323468
118,2,9,8.88888888888889,7.943573403886883
118,2,10,11.392857142857142,8.483886721724707
118,2,12,15.928571428571429,13.501518629065593
118,2,13,15.752136752136753,10.002504843965406
118,2,16,9.306122448979592,6.989828466057203
118,2,19,16.72340425531915,13.56735824660828
118,2,20,12.846153846153847,9.645120013818993
118,2,22,22.682539682539684,13.177235253642985
118,2,23,14.38888888888889,10.63921098848577
118,3,4,37.0,8.48528137423857
118,3,5,28.90909090909091,12.778648947434775
118,3,8,10.57843137254902,7.588991864210002
118,3,9,11.11111111111111,7.444406754012835
118,3,11,18.107843137254903,10.267614049631018
118,3,12,20.266666666666666,11.780955355611406
118,3,14,9.933333333333334,7.085358060858654
118,3,15,12.794871794871796,8.858600400797407
118,3,17,7.944444444444445,5.985003044101857
118,3,18,9.689922480620154,6.642428078285365
118,4,9,9.666666666666666,10.805091392487155
118,4,10,9.714285714285714,8.474330989186445
118,4,11,13.76388888888889,11.49218112096472
118,4,12,17.68888888888889,10.847752641618326
118A,2,6,15.061224489795919,8.501000341296374
118A,2,7,11.0,8.854377448471462
118A,2,9,3.0,
118A,3,8,9.431372549019608,6.413282784848286
118A,3,9,3.6666666666666665,3.5023801430836525
118B,2,16,19.355555555555554,14.050486170099655
118B,3,15,23.902439024390244,12.17128768464697
118B,3,18,4.366666666666666,3.8728349531980633
119,1,20,22.208333333333332,13.024150697859733
119,1,23,14.102564102564102,10.900977435158527
119,2,0,13.833333333333334,9.04401004240148
119,2,6,19.27338129496403,12.119457200379129
119,2,9,20.684615384615384,13.24019872411381
119,2,12,19.454545454545453,12.214686430412426
119,2,13,20.862745098039216,11.8575201586894
119,2,15,22.26086956521739,12.81766320818959
119,2,16,21.146067415730336,12.056260691401786
119,2,19,21.0,12.470469319236418
119,2,22,20.60902255639098,12.640623897664806
119,3,4,32.0,10.959254680766149
119,3,5,13.179487179487179,8.55592067970846
119,3,8,19.37593984962406,12.7995037212974
119,3,11,17.655555555555555,12.357194248205788
119,3,14,18.304347826086957,11.904719625074751
119,3,17,24.782608695652176,12.608485755374364
119,3,18,22.755102040816325,11.214816487287584
119,4,0,4.2727272727272725,2.4936282437809005
119,4,9,20.13953488372093,12.34731780272028
119,4,10,20.64814814814815,13.582949088467574
12,1,18,19.0,13.168590080410368
12,1,21,21.36577181208054,11.977691226306433
12,2,0,0.25,0.5
12,2,6,14.40952380952381,10.119188966907641
12,2,7,17.06206896551724,10.466437174285003
12,2,10,16.67979002624672,11.354680739353137
12,2,13,19.703296703296704,13.051493274913522
12,2,14,12.0,12.0
12,2,16,13.433333333333334,9.440478324332735
12,2,17,13.919191919191919,9.475722758149999
12,2,19,19.276923076923076,12.999114689363088
12,2,20,18.209016393442624,11.717234354639357
12,2,22,24.0,8.214515254691856
12,2,23,20.58383233532934,12.071254005159926
12,3,5,25.659685863874344,10.961386673023442
12,3,6,13.19047619047619,11.223275135267102
12,3,8,14.39795918367347,9.886265838220542
12,3,9,14.73404255319149,10.318122297273616
12,3,11,18.137254901960784,13.207603276663237
12,3,12,19.928571428571427,12.575537223536593
12,3,15,18.523684210526316,12.572406318553346
12,3,18,15.855029585798816,11.29321852782558
12,3,19,16.142857142857142,12.785082453130027
12,4,11,19.496350364963504,12.022114480499017
12,4,12,19.54639175257732,12.116464727099254
12,4,13,12.895833333333334,8.954351333369628
12,4,21,13.0,12.0
120,1,18,18.145833333333332,11.768138061162158
120,1,21,24.98,12.889625633803016
120,1,22,16.91176470588235,13.046229333479726
120,2,7,17.76086956521739,12.13882854160254
120,2,10,20.67391304347826,12.675721401304083
120,2,11,24.5,13.736811857195978
120,2,13,18.155555555555555,11.56396353009004
120,2,14,19.575757575757574,12.385879805362059
120,2,17,21.232394366197184,12.961298361632558
120,2,20,20.658333333333335,12.849154458878733
120,2,23,14.070175438596491,12.502656359354207
120,3,6,16.770833333333332,10.678203896795495
120,3,9,20.06382978723404,12.327213082072552
120,3,12,19.584745762711865,12.677004061926185
120,3,15,17.65432098765432,12.057321939206856
120,3,16,21.253968253968253,11.667390804825402
120,3,19,19.3986013986014,12.020018431789588
120,4,13,20.15277777777778,12.703176626364998
120,4,21,22.333333333333332,13.181426326464068
121,1,18,16.91869918699187,10.703602500594695
121,1,21,13.83838383838384,9.483290429031939
121,1,22,16.666666666666668,11.465133028548722
121,2,7,9.853658536585366,6.715144282508458
121,2,10,14.398373983739837,9.336812245524166
121,2,13,14.0,9.92569798651362
121,2,14,17.066666666666666,8.90964747797679
121,2,17,11.894308943089431,9.533214592211218
121,2,20,15.414634146341463,11.15459680974641
121,2,23,13.027777777777779,9.987276725946165
121,3,5,27.333333333333332,11.61895003862225
121,3,6,13.680851063829786,10.286448717846763
121,3,9,14.463414634146341,10.122441132168184
121,3,12,16.666666666666668,10.483919510660641
121,3,15,16.021505376344088,9.937826827684006
121,3,16,15.833333333333334,9.333230705511294
121,3,18,8.0,9.82344135219425
121,3,19,11.692982456140351,7.608945821397589
121,4,12,12.11111111111111,9.373425793759244
121,4,13,18.47457627118644,12.253579255006986
121,4,21,17.666666666666668,12.765958521384007
122,1,18,21.317307692307693,13.03860170527032
122,1,21,20.333333333333332,13.157564186698947
