service,avg_eta_drift,drift_variability,avg_volatility
129A,-1.8333333333333333,21.586331253126293,17.0
902,-2.0,1.4142135623730951,2.0
88A,-3.7142857142857144,21.61936228006796,20.071428571428573
83T,-5.323529411764706,23.350712906170155,21.264705882352942
180A,-6.055555555555555,0.9375953110592338,6.055555555555555
102B,-6.277777777777778,22.22030220463618,20.166666666666668
96A,-7.833333333333333,18.894827142729387,15.333333333333334
117A,-21.75,21.46591983320804,28.25
138A,-25.0,0.6666666666666666,25.0
33B,-42.0,,42.0
