id,timestamp,bus_stop,service,estimated,eta_seconds,hour,minute,weekday,eta_minutes,prev_eta_minutes,eta_change_minutes
43480,2025-11-16T20:53:06.670Z,22021,194,2025-11-16T13:06:31.000Z,804.329476,20,53,1,13.405491266666667,12.054639900000002,1.3508513666666655
4555,2025-11-16T17:52:31.921Z,22041,249,2025-11-16T10:13:30.000Z,1258.078506,17,52,1,20.9679751,,
24031,2025-11-16T19:49:03.721Z,22041,249,2025-11-16T11:59:08.000Z,604.278394,19,49,1,10.071306566666667,20.9679751,-10.896668533333333
43484,2025-11-16T20:53:06.670Z,22041,249,2025-11-16T13:09:23.000Z,976.329476,20,53,1,16.272157933333332,10.071306566666667,6.200851366666665
4560,2025-11-16T17:52:31.921Z,22069,249,2025-11-16T09:59:07.000Z,395.078506,17,52,1,6.584641766666667,,
24036,2025-11-16T19:49:03.721Z,22069,249,2025-11-16T11:58:15.000Z,551.278394,19,49,1,9.187973233333334,6.584641766666667,2.603331466666668
43489,2025-11-16T20:53:06.670Z,22069,249,2025-11-16T12:55:39.000Z,152.329476,20,53,1,2.5388246,9.187973233333334,-6.6491486333333345
4565,2025-11-16T17:52:31.921Z,22091,249,2025-11-16T10:10:15.000Z,1063.078506,17,52,1,17.7179751,,
24041,2025-11-16T19:49:03.721Z,22091,249,2025-11-16T11:56:11.000Z,427.278394,19,49,1,7.121306566666666,17.7179751,-10.596668533333334
43494,2025-11-16T20:53:06.670Z,22091,249,2025-11-16T13:06:19.000Z,792.329476,20,53,1,13.205491266666666,7.121306566666666,6.0841847
4569,2025-11-16T17:52:31.921Z,22149,251,2025-11-16T10:00:39.000Z,487.078506,17,52,1,8.1179751,,
24045,2025-11-16T19:49:03.721Z,22149,251,2025-11-16T11:59:35.000Z,631.278394,19,49,1,10.521306566666668,8.1179751,2.4033314666666676
43498,2025-11-16T20:53:06.670Z,22149,251,2025-11-16T13:00:16.000Z,429.329476,20,53,1,7.155491266666667,10.521306566666668,-3.3658153000000013
4570,2025-11-16T17:52:31.921Z,22151,251,2025-11-16T10:07:07.000Z,875.078506,17,52,1,14.584641766666666,,
24046,2025-11-16T19:49:03.721Z,22151,251,2025-11-16T12:01:12.000Z,728.278394,19,49,1,12.137973233333334,14.584641766666666,-2.446668533333332
43499,2025-11-16T20:53:06.670Z,22151,251,2025-11-16T12:55:58.000Z,171.329476,20,53,1,2.8554912666666667,12.137973233333334,-9.282481966666667
4573,2025-11-16T17:52:31.921Z,22161,251,2025-11-16T10:08:45.000Z,973.078506,17,52,1,16.2179751,,
24049,2025-11-16T19:49:03.721Z,22161,251,2025-11-16T12:02:44.000Z,820.278394,19,49,1,13.671306566666667,16.2179751,-2.5466685333333334
43502,2025-11-16T20:53:06.670Z,22161,251,2025-11-16T12:57:25.000Z,258.329476,20,53,1,4.3054912666666665,13.671306566666667,-9.365815300000001
4574,2025-11-16T17:52:31.921Z,22161,258,2025-11-16T10:02:15.000Z,583.078506,17,52,1,9.717975099999999,,
24050,2025-11-16T19:49:03.721Z,22161,258,2025-11-16T11:59:42.000Z,638.278394,19,49,1,10.637973233333334,9.717975099999999,0.9199981333333351
43503,2025-11-16T20:53:06.670Z,22161,258,2025-11-16T13:03:32.000Z,625.329476,20,53,1,10.422157933333333,10.637973233333334,-0.21581530000000093
4579,2025-11-16T17:52:31.921Z,22171,251,2025-11-16T09:57:06.000Z,274.078506,17,52,1,4.5679751,,
24055,2025-11-16T19:49:03.721Z,22171,251,2025-11-16T12:04:13.000Z,909.278394,19,49,1,15.154639900000001,4.5679751,10.586664800000001
43508,2025-11-16T20:53:06.670Z,22171,251,2025-11-16T12:58:48.000Z,341.329476,20,53,1,5.6888246,15.154639900000001,-9.465815300000001
4580,2025-11-16T17:52:31.921Z,22171,258,2025-11-16T10:03:52.000Z,680.078506,17,52,1,11.334641766666666,,
24056,2025-11-16T19:49:03.721Z,22171,258,2025-11-16T12:01:04.000Z,720.278394,19,49,1,12.0046399,11.334641766666666,0.6699981333333351
43509,2025-11-16T20:53:06.670Z,22171,258,2025-11-16T13:04:51.000Z,704.329476,20,53,1,11.7388246,12.0046399,-0.26581530000000164
4593,2025-11-16T17:52:31.921Z,22189,502,2025-11-16T09:58:05.000Z,333.078506,17,52,1,5.551308433333333,,
24069,2025-11-16T19:49:03.721Z,22189,502,2025-11-16T11:58:46.000Z,582.278394,19,49,1,9.7046399,5.551308433333333,4.153331466666667
43522,2025-11-16T20:53:06.670Z,22189,502,2025-11-16T13:02:40.000Z,573.329476,20,53,1,9.555491266666667,9.7046399,-0.14914863333333273
4595,2025-11-16T17:52:31.921Z,22191,502,2025-11-16T09:58:20.000Z,348.078506,17,52,1,5.801308433333333,,
24071,2025-11-16T19:49:03.721Z,22191,502,2025-11-16T11:52:41.000Z,217.278394,19,49,1,3.6213065666666666,5.801308433333333,-2.1800018666666667
43524,2025-11-16T20:53:06.670Z,22191,502,2025-11-16T12:57:03.000Z,236.329476,20,53,1,3.9388246,3.6213065666666666,0.31751803333333317
4597,2025-11-16T17:52:31.921Z,22199,502,2025-11-16T10:00:12.000Z,460.078506,17,52,1,7.6679751000000005,,
24073,2025-11-16T19:49:03.721Z,22199,502,2025-11-16T12:01:01.000Z,717.278394,19,49,1,11.9546399,7.6679751000000005,4.2866648
43526,2025-11-16T20:53:06.670Z,22199,502,2025-11-16T13:04:29.000Z,682.329476,20,53,1,11.372157933333334,11.9546399,-0.5824819666666663
4598,2025-11-16T17:52:31.921Z,22219,252,2025-11-16T10:01:08.000Z,516.078506,17,52,1,8.601308433333333,,
24074,2025-11-16T19:49:03.721Z,22219,252,2025-11-16T12:09:59.000Z,1255.278394,19,49,1,20.921306566666665,8.601308433333333,12.319998133333332
43527,2025-11-16T20:53:06.670Z,22219,252,2025-11-16T13:14:08.000Z,1261.329476,20,53,1,21.022157933333336,20.921306566666665,0.10085136666667083
4599,2025-11-16T17:52:31.921Z,22221,252,2025-11-16T09:58:06.000Z,334.078506,17,52,1,5.5679751,,
24075,2025-11-16T19:49:03.721Z,22221,252,2025-11-16T12:05:09.000Z,965.278394,19,49,1,16.087973233333333,5.5679751,10.519998133333333
43528,2025-11-16T20:53:06.670Z,22221,252,2025-11-16T13:08:12.000Z,905.329476,20,53,1,15.0888246,16.087973233333333,-0.9991486333333324
4601,2025-11-16T17:52:31.921Z,22231,243W,2025-11-16T09:58:00.000Z,328.078506,17,52,1,5.4679751,,
24077,2025-11-16T19:49:03.721Z,22231,243W,2025-11-16T11:50:41.000Z,97.278394,19,49,1,1.6213065666666668,5.4679751,-3.8466685333333333
43530,2025-11-16T20:53:06.670Z,22231,243W,2025-11-16T12:57:49.000Z,282.329476,20,53,1,4.705491266666667,1.6213065666666668,3.0841847
4604,2025-11-16T17:52:31.921Z,22239,258,2025-11-16T09:59:43.000Z,431.078506,17,52,1,7.184641766666667,,
24080,2025-11-16T19:49:03.721Z,22239,258,2025-11-16T12:00:30.000Z,686.278394,19,49,1,11.437973233333334,7.184641766666667,4.253331466666667
43533,2025-11-16T20:53:06.670Z,22239,258,2025-11-16T12:56:32.000Z,205.329476,20,53,1,3.422157933333333,11.437973233333334,-8.015815300000002
4605,2025-11-16T17:52:31.921Z,22241,192,2025-11-16T10:12:31.000Z,1199.078506,17,52,1,19.984641766666666,,
24081,2025-11-16T19:49:03.721Z,22241,192,2025-11-16T12:06:32.000Z,1048.278394,19,49,1,17.471306566666666,19.984641766666666,-2.5133352
43534,2025-11-16T20:53:06.670Z,22241,192,2025-11-16T13:03:33.000Z,626.329476,20,53,1,10.4388246,17.471306566666666,-7.032481966666666
4607,2025-11-16T17:52:31.921Z,22249,192,2025-11-16T09:58:41.000Z,369.078506,17,52,1,6.151308433333333,,
24083,2025-11-16T19:49:03.721Z,22249,192,2025-11-16T11:59:32.000Z,628.278394,19,49,1,10.471306566666668,6.151308433333333,4.319998133333335
43536,2025-11-16T20:53:06.670Z,22249,192,2025-11-16T13:03:49.000Z,642.329476,20,53,1,10.705491266666666,10.471306566666668,0.23418469999999836
4610,2025-11-16T17:52:31.921Z,22251,243W,2025-11-16T09:58:47.000Z,375.078506,17,52,1,6.2513084333333335,,
24086,2025-11-16T19:49:03.721Z,22251,243W,2025-11-16T11:52:43.000Z,219.278394,19,49,1,3.6546399,6.2513084333333335,-2.5966685333333337
43539,2025-11-16T20:53:06.670Z,22251,243W,2025-11-16T12:54:40.000Z,93.329476,20,53,1,1.5554912666666667,3.6546399,-2.099148633333333
4617,2025-11-16T17:52:31.921Z,22309,252,2025-11-16T09:57:38.000Z,306.078506,17,52,1,5.101308433333333,,
24093,2025-11-16T19:49:03.721Z,22309,252,2025-11-16T12:06:00.000Z,1016.278394,19,49,1,16.937973233333334,5.101308433333333,11.836664800000001
43546,2025-11-16T20:53:06.670Z,22309,252,2025-11-16T13:09:58.000Z,1011.329476,20,53,1,16.855491266666668,16.937973233333334,-0.0824819666666663
4622,2025-11-16T17:52:31.921Z,22341,242,2025-11-16T10:06:49.000Z,857.078506,17,52,1,14.284641766666665,,
24098,2025-11-16T19:49:03.721Z,22341,242,2025-11-16T11:58:40.000Z,576.278394,19,49,1,9.6046399,14.284641766666665,-4.6800018666666645
43551,2025-11-16T20:53:06.670Z,22341,242,2025-11-16T13:03:00.000Z,593.329476,20,53,1,9.8888246,9.6046399,0.28418469999999907
4632,2025-11-16T17:52:31.921Z,22369,193,2025-11-16T10:23:27.000Z,1855.078506,17,52,1,30.9179751,,
24108,2025-11-16T19:49:03.721Z,22369,193,2025-11-16T11:55:09.000Z,365.278394,19,49,1,6.087973233333333,30.9179751,-24.830001866666667
43561,2025-11-16T20:53:06.670Z,22369,193,2025-11-16T13:07:13.000Z,846.329476,20,53,1,14.105491266666666,6.087973233333333,8.017518033333333
4639,2025-11-16T17:52:31.921Z,22409,249,2025-11-16T10:03:21.000Z,649.078506,17,52,1,10.8179751,,
24115,2025-11-16T19:49:03.721Z,22409,249,2025-11-16T12:02:26.000Z,802.278394,19,49,1,13.371306566666668,10.8179751,2.553331466666668
43568,2025-11-16T20:53:06.670Z,22409,249,2025-11-16T13:00:04.000Z,417.329476,20,53,1,6.955491266666667,13.371306566666668,-6.415815300000001
4643,2025-11-16T17:52:31.921Z,22419,99,2025-11-16T10:04:20.000Z,708.078506,17,52,1,11.801308433333332,,
24119,2025-11-16T19:49:03.721Z,22419,99,2025-11-16T11:55:48.000Z,404.278394,19,49,1,6.737973233333333,11.801308433333332,-5.063335199999999
43572,2025-11-16T20:53:06.670Z,22419,99,2025-11-16T12:58:57.000Z,350.329476,20,53,1,5.8388246,6.737973233333333,-0.8991486333333336
4657,2025-11-16T17:52:31.921Z,22449,502,2025-11-16T10:10:17.000Z,1065.078506,17,52,1,17.751308433333335,,
24133,2025-11-16T19:49:03.721Z,22449,502,2025-11-16T12:06:04.000Z,1020.278394,19,49,1,17.0046399,17.751308433333335,-0.7466685333333345
43586,2025-11-16T20:53:06.670Z,22449,502,2025-11-16T13:09:58.000Z,1011.329476,20,53,1,16.855491266666668,17.0046399,-0.14914863333333273
4659,2025-11-16T17:52:31.921Z,22451,185,2025-11-16T10:05:43.000Z,791.078506,17,52,1,13.184641766666665,,
24135,2025-11-16T19:49:03.721Z,22451,185,2025-11-16T11:53:51.000Z,287.278394,19,49,1,4.787973233333333,13.184641766666665,-8.396668533333333
43588,2025-11-16T20:53:06.670Z,22451,185,2025-11-16T13:04:54.000Z,707.329476,20,53,1,11.7888246,4.787973233333333,7.000851366666667
4660,2025-11-16T17:52:31.921Z,22451,193,2025-11-16T10:22:19.000Z,1787.078506,17,52,1,29.784641766666667,,
24136,2025-11-16T19:49:03.721Z,22451,193,2025-11-16T11:53:58.000Z,294.278394,19,49,1,4.9046399,29.784641766666667,-24.880001866666667
43589,2025-11-16T20:53:06.670Z,22451,193,2025-11-16T13:06:14.000Z,787.329476,20,53,1,13.122157933333334,4.9046399,8.217518033333334
4665,2025-11-16T17:52:31.921Z,22459,193,2025-11-16T10:11:15.000Z,1123.078506,17,52,1,18.7179751,,
24141,2025-11-16T19:49:03.721Z,22459,193,2025-11-16T11:55:01.000Z,357.278394,19,49,1,5.9546399,18.7179751,-12.7633352
43594,2025-11-16T20:53:06.670Z,22459,193,2025-11-16T13:12:59.000Z,1192.329476,20,53,1,19.872157933333334,5.9546399,13.917518033333334
4666,2025-11-16T17:52:31.921Z,22459,241,2025-11-16T10:00:40.000Z,488.078506,17,52,1,8.134641766666666,,
24142,2025-11-16T19:49:03.721Z,22459,241,2025-11-16T11:57:02.000Z,478.278394,19,49,1,7.971306566666667,8.134641766666666,-0.16333519999999968
43595,2025-11-16T20:53:06.670Z,22459,241,2025-11-16T12:55:31.000Z,144.329476,20,53,1,2.4054912666666666,7.971306566666667,-5.565815300000001
4667,2025-11-16T17:52:31.921Z,22459,502,2025-11-16T10:12:10.000Z,1178.078506,17,52,1,19.634641766666668,,
24143,2025-11-16T19:49:03.721Z,22459,502,2025-11-16T11:56:36.000Z,452.278394,19,49,1,7.537973233333333,19.634641766666668,-12.096668533333336
43596,2025-11-16T20:53:06.670Z,22459,502,2025-11-16T13:00:29.000Z,442.329476,20,53,1,7.372157933333333,7.537973233333333,-0.16581530000000022
4671,2025-11-16T17:52:31.921Z,22461,258,2025-11-16T10:06:42.000Z,850.078506,17,52,1,14.1679751,,
24147,2025-11-16T19:49:03.721Z,22461,258,2025-11-16T11:52:25.000Z,201.278394,19,49,1,3.3546399,14.1679751,-10.8133352
43600,2025-11-16T20:53:06.670Z,22461,258,2025-11-16T13:07:03.000Z,836.329476,20,53,1,13.9388246,3.3546399,10.5841847
4675,2025-11-16T17:52:31.921Z,22469,192,2025-11-16T09:58:23.000Z,351.078506,17,52,1,5.851308433333333,,
24151,2025-11-16T19:49:03.721Z,22469,192,2025-11-16T11:51:12.000Z,128.278394,19,49,1,2.1379732333333332,5.851308433333333,-3.7133352
43604,2025-11-16T20:53:06.670Z,22469,192,2025-11-16T13:07:48.000Z,881.329476,20,53,1,14.6888246,2.1379732333333332,12.550851366666667
4680,2025-11-16T17:52:31.921Z,22471,192,2025-11-16T10:10:46.000Z,1094.078506,17,52,1,18.234641766666666,,
24156,2025-11-16T19:49:03.721Z,22471,192,2025-11-16T11:52:50.000Z,226.278394,19,49,1,3.7713065666666665,18.234641766666666,-14.4633352
43609,2025-11-16T20:53:06.670Z,22471,192,2025-11-16T12:58:01.000Z,294.329476,20,53,1,4.905491266666667,3.7713065666666665,1.1341847000000005
4689,2025-11-16T17:52:31.921Z,22489,199,2025-11-16T10:04:48.000Z,736.078506,17,52,1,12.2679751,,
24165,2025-11-16T19:49:03.721Z,22489,199,2025-11-16T11:52:43.000Z,219.278394,19,49,1,3.6546399,12.2679751,-8.6133352
43618,2025-11-16T20:53:06.670Z,22489,199,2025-11-16T12:57:51.000Z,284.329476,20,53,1,4.7388246,3.6546399,1.0841847000000002
4692,2025-11-16T17:52:31.921Z,22491,178,2025-11-16T10:05:48.000Z,796.078506,17,52,1,13.2679751,,
24169,2025-11-16T19:49:03.721Z,22491,178,2025-11-16T11:51:21.000Z,137.278394,19,49,1,2.287973233333333,13.2679751,-10.980001866666665
43622,2025-11-16T20:53:06.670Z,22491,178,2025-11-16T12:55:41.000Z,154.329476,20,53,1,2.5721579333333335,2.287973233333333,0.2841847000000004
4697,2025-11-16T17:52:31.921Z,22491,252,2025-11-16T10:07:50.000Z,918.078506,17,52,1,15.301308433333332,,
24174,2025-11-16T19:49:03.721Z,22491,252,2025-11-16T11:52:52.000Z,228.278394,19,49,1,3.8046398999999997,15.301308433333332,-11.496668533333333
43627,2025-11-16T20:53:06.670Z,22491,252,2025-11-16T12:57:01.000Z,234.329476,20,53,1,3.9054912666666666,3.8046398999999997,0.10085136666666683
4698,2025-11-16T17:52:31.921Z,22491,79,2025-11-16T10:00:37.000Z,485.078506,17,52,1,8.084641766666667,,
24175,2025-11-16T19:49:03.721Z,22491,79,2025-11-16T12:00:00.000Z,656.278394,19,49,1,10.937973233333334,8.084641766666667,2.853331466666667
43628,2025-11-16T20:53:06.670Z,22491,79,2025-11-16T13:02:46.000Z,579.329476,20,53,1,9.655491266666667,10.937973233333334,-1.2824819666666674
4711,2025-11-16T17:52:31.921Z,22501,241,2025-11-16T10:00:37.000Z,485.078506,17,52,1,8.084641766666667,,
24188,2025-11-16T19:49:03.721Z,22501,241,2025-11-16T11:53:16.000Z,252.278394,19,49,1,4.2046399,8.084641766666667,-3.8800018666666674
43641,2025-11-16T20:53:06.670Z,22501,241,2025-11-16T13:00:49.000Z,462.329476,20,53,1,7.705491266666667,4.2046399,3.5008513666666667
4719,2025-11-16T17:52:31.921Z,22519,179,2025-11-16T09:59:16.000Z,404.078506,17,52,1,6.734641766666667,,
24196,2025-11-16T19:49:03.721Z,22519,179,2025-11-16T11:59:22.000Z,618.278394,19,49,1,10.304639900000002,6.734641766666667,3.5699981333333346
43649,2025-11-16T20:53:06.670Z,22519,179,2025-11-16T13:01:05.000Z,478.329476,20,53,1,7.9721579333333334,10.304639900000002,-2.332481966666668
4720,2025-11-16T17:52:31.921Z,22519,241,2025-11-16T09:57:33.000Z,301.078506,17,52,1,5.0179751,,
24197,2025-11-16T19:49:03.721Z,22519,241,2025-11-16T12:00:12.000Z,668.278394,19,49,1,11.137973233333334,5.0179751,6.1199981333333335
43650,2025-11-16T20:53:06.670Z,22519,241,2025-11-16T12:58:20.000Z,313.329476,20,53,1,5.2221579333333334,11.137973233333334,-5.9158153
4723,2025-11-16T17:52:31.921Z,22521,192,2025-11-16T09:57:19.000Z,287.078506,17,52,1,4.784641766666667,,
24200,2025-11-16T19:49:03.721Z,22521,192,2025-11-16T12:09:37.000Z,1233.278394,19,49,1,20.554639899999998,4.784641766666667,15.769998133333331
43653,2025-11-16T20:53:06.670Z,22521,192,2025-11-16T13:06:26.000Z,799.329476,20,53,1,13.322157933333333,20.554639899999998,-7.232481966666665
4728,2025-11-16T17:52:31.921Z,22529,192,2025-11-16T10:15:08.000Z,1356.078506,17,52,1,22.601308433333333,,
24205,2025-11-16T19:49:03.721Z,22529,192,2025-11-16T11:57:02.000Z,478.278394,19,49,1,7.971306566666667,22.601308433333333,-14.630001866666667
43658,2025-11-16T20:53:06.670Z,22529,192,2025-11-16T13:01:45.000Z,518.329476,20,53,1,8.6388246,7.971306566666667,0.6675180333333328
4730,2025-11-16T17:52:31.921Z,22529,258,2025-11-16T09:58:05.000Z,333.078506,17,52,1,5.551308433333333,,
24207,2025-11-16T19:49:03.721Z,22529,258,2025-11-16T11:54:35.000Z,331.278394,19,49,1,5.5213065666666665,5.551308433333333,-0.03000186666666682
43660,2025-11-16T20:53:06.670Z,22529,258,2025-11-16T12:56:28.000Z,201.329476,20,53,1,3.3554912666666667,5.5213065666666665,-2.1658152999999998
4740,2025-11-16T17:52:31.921Z,22561,251,2025-11-16T10:01:52.000Z,560.078506,17,52,1,9.334641766666666,,
24217,2025-11-16T19:49:03.721Z,22561,251,2025-11-16T11:53:28.000Z,264.278394,19,49,1,4.4046399,9.334641766666666,-4.930001866666665
43670,2025-11-16T20:53:06.670Z,22561,251,2025-11-16T13:03:47.000Z,640.329476,20,53,1,10.672157933333333,4.4046399,6.2675180333333325
4741,2025-11-16T17:52:31.921Z,22569,251,2025-11-16T10:05:39.000Z,787.078506,17,52,1,13.117975099999999,,
24218,2025-11-16T19:49:03.721Z,22569,251,2025-11-16T11:52:13.000Z,189.278394,19,49,1,3.1546399,13.117975099999999,-9.9633352
43671,2025-11-16T20:53:06.670Z,22569,251,2025-11-16T13:09:55.000Z,1008.329476,20,53,1,16.805491266666667,3.1546399,13.650851366666668
4747,2025-11-16T17:52:31.921Z,22599,181,2025-11-16T10:08:37.000Z,965.078506,17,52,1,16.084641766666667,,
24224,2025-11-16T19:49:03.721Z,22599,181,2025-11-16T12:01:18.000Z,734.278394,19,49,1,12.237973233333333,16.084641766666667,-3.846668533333334
43677,2025-11-16T20:53:06.670Z,22599,181,2025-11-16T13:06:40.000Z,813.329476,20,53,1,13.555491266666667,12.237973233333333,1.317518033333334
4754,2025-11-16T17:52:31.921Z,23011,258,2025-11-16T09:57:24.000Z,292.078506,17,52,1,4.8679751,,
24231,2025-11-16T19:49:03.721Z,23011,258,2025-11-16T11:58:25.000Z,561.278394,19,49,1,9.3546399,4.8679751,4.486664800000001
43684,2025-11-16T20:53:06.670Z,23011,258,2025-11-16T12:56:47.000Z,220.329476,20,53,1,3.672157933333333,9.3546399,-5.682481966666668
4755,2025-11-16T17:52:31.921Z,23019,258,2025-11-16T10:01:15.000Z,523.078506,17,52,1,8.717975099999999,,
24232,2025-11-16T19:49:03.721Z,23019,258,2025-11-16T11:58:22.000Z,558.278394,19,49,1,9.304639900000002,8.717975099999999,0.586664800000003
43685,2025-11-16T20:53:06.670Z,23019,258,2025-11-16T13:02:14.000Z,547.329476,20,53,1,9.122157933333334,9.304639900000002,-0.18248196666666772
4759,2025-11-16T17:52:31.921Z,23039,258,2025-11-16T09:59:41.000Z,429.078506,17,52,1,7.151308433333333,,
24236,2025-11-16T19:49:03.721Z,23039,258,2025-11-16T11:56:47.000Z,463.278394,19,49,1,7.721306566666667,7.151308433333333,0.5699981333333337
43689,2025-11-16T20:53:06.670Z,23039,258,2025-11-16T13:00:48.000Z,461.329476,20,53,1,7.6888246,7.721306566666667,-0.03248196666666647
4764,2025-11-16T17:52:31.921Z,23049,974,2025-11-16T10:04:07.000Z,695.078506,17,52,1,11.584641766666666,,
24241,2025-11-16T19:49:03.721Z,23049,974,2025-11-16T12:04:27.000Z,923.278394,19,49,1,15.387973233333334,11.584641766666666,3.803331466666668
43694,2025-11-16T20:53:06.670Z,23049,974,2025-11-16T13:03:56.000Z,649.329476,20,53,1,10.822157933333333,15.387973233333334,-4.565815300000001
4768,2025-11-16T17:52:31.921Z,23051,99,2025-11-16T10:19:18.000Z,1606.078506,17,52,1,26.7679751,,
24245,2025-11-16T19:49:03.721Z,23051,99,2025-11-16T11:57:31.000Z,507.278394,19,49,1,8.4546399,26.7679751,-18.3133352
43698,2025-11-16T20:53:06.670Z,23051,99,2025-11-16T13:11:14.000Z,1087.329476,20,53,1,18.122157933333334,8.4546399,9.667518033333334
4772,2025-11-16T17:52:31.921Z,23061,192,2025-11-16T10:03:06.000Z,634.078506,17,52,1,10.5679751,,
24249,2025-11-16T19:49:03.721Z,23061,192,2025-11-16T11:56:25.000Z,441.278394,19,49,1,7.3546399,10.5679751,-3.2133352000000004
43702,2025-11-16T20:53:06.670Z,23061,192,2025-11-16T13:13:05.000Z,1198.329476,20,53,1,19.972157933333335,7.3546399,12.617518033333337
4775,2025-11-16T17:52:31.921Z,23069,192,2025-11-16T10:08:51.000Z,979.078506,17,52,1,16.317975099999998,,
24252,2025-11-16T19:49:03.721Z,23069,192,2025-11-16T12:07:51.000Z,1127.278394,19,49,1,18.787973233333332,16.317975099999998,2.469998133333334
43705,2025-11-16T20:53:06.670Z,23069,192,2025-11-16T12:55:53.000Z,166.329476,20,53,1,2.7721579333333333,18.787973233333332,-16.0158153
4780,2025-11-16T17:52:31.921Z,23071,99,2025-11-16T10:20:26.000Z,1674.078506,17,52,1,27.901308433333334,,
24257,2025-11-16T19:49:03.721Z,23071,99,2025-11-16T11:58:43.000Z,579.278394,19,49,1,9.654639900000001,27.901308433333334,-18.246668533333334
43710,2025-11-16T20:53:06.670Z,23071,99,2025-11-16T12:55:30.000Z,143.329476,20,53,1,2.3888246,9.654639900000001,-7.265815300000002
24261,2025-11-16T19:49:03.721Z,23081,182,2025-11-16T12:08:31.000Z,1167.278394,19,49,1,19.4546399,,
43714,2025-11-16T20:53:06.670Z,23081,182,2025-11-16T13:00:33.000Z,446.329476,20,53,1,7.4388246,19.4546399,-12.0158153
43715,2025-11-16T20:53:06.670Z,23089,182,2025-11-16T13:10:10.000Z,1023.329476,20,53,1,17.055491266666667,,
4785,2025-11-16T17:52:31.921Z,23089,182M,2025-11-16T10:06:24.000Z,832.078506,17,52,1,13.867975099999999,,
24263,2025-11-16T19:49:03.721Z,23089,182M,2025-11-16T11:52:23.000Z,199.278394,19,49,1,3.3213065666666663,13.867975099999999,-10.546668533333332
43716,2025-11-16T20:53:06.670Z,23089,182M,2025-11-16T13:06:00.000Z,773.329476,20,53,1,12.8888246,3.3213065666666663,9.567518033333332
4786,2025-11-16T17:52:31.921Z,23091,193,2025-11-16T09:58:35.000Z,363.078506,17,52,1,6.051308433333333,,
24264,2025-11-16T19:49:03.721Z,23091,193,2025-11-16T12:03:23.000Z,859.278394,19,49,1,14.321306566666667,6.051308433333333,8.269998133333335
43717,2025-11-16T20:53:06.670Z,23091,193,2025-11-16T13:20:33.000Z,1646.329476,20,53,1,27.4388246,14.321306566666667,13.117518033333333
4798,2025-11-16T17:52:31.921Z,23151,252,2025-11-16T10:21:11.000Z,1719.078506,17,52,1,28.651308433333334,,
24276,2025-11-16T19:49:03.721Z,23151,252,2025-11-16T11:59:41.000Z,637.278394,19,49,1,10.621306566666668,28.651308433333334,-18.030001866666666
43729,2025-11-16T20:53:06.670Z,23151,252,2025-11-16T13:03:20.000Z,613.329476,20,53,1,10.222157933333333,10.621306566666668,-0.3991486333333345
4801,2025-11-16T17:52:31.921Z,23169,252,2025-11-16T10:06:09.000Z,817.078506,17,52,1,13.617975099999999,,
24279,2025-11-16T19:49:03.721Z,23169,252,2025-11-16T12:14:48.000Z,1544.278394,19,49,1,25.73797323333333,13.617975099999999,12.119998133333333
43732,2025-11-16T20:53:06.670Z,23169,252,2025-11-16T13:19:09.000Z,1562.329476,20,53,1,26.0388246,25.73797323333333,0.3008513666666701
4802,2025-11-16T17:52:31.921Z,23171,252,2025-11-16T10:22:42.000Z,1810.078506,17,52,1,30.1679751,,
24280,2025-11-16T19:49:03.721Z,23171,252,2025-11-16T12:01:19.000Z,735.278394,19,49,1,12.2546399,30.1679751,-17.9133352
43733,2025-11-16T20:53:06.670Z,23171,252,2025-11-16T13:04:51.000Z,704.329476,20,53,1,11.7388246,12.2546399,-0.5158153000000016
4804,2025-11-16T17:52:31.921Z,23181,252,2025-11-16T10:23:53.000Z,1881.078506,17,52,1,31.351308433333333,,
24282,2025-11-16T19:49:03.721Z,23181,252,2025-11-16T12:02:31.000Z,807.278394,19,49,1,13.4546399,31.351308433333333,-17.896668533333333
43735,2025-11-16T20:53:06.670Z,23181,252,2025-11-16T13:05:39.000Z,752.329476,20,53,1,12.5388246,13.4546399,-0.9158153000000002
4806,2025-11-16T17:52:31.921Z,23191,253,2025-11-16T10:01:25.000Z,533.078506,17,52,1,8.884641766666666,,
24284,2025-11-16T19:49:03.721Z,23191,253,2025-11-16T11:51:47.000Z,163.278394,19,49,1,2.7213065666666667,8.884641766666666,-6.1633352
43737,2025-11-16T20:53:06.670Z,23191,253,2025-11-16T13:02:25.000Z,558.329476,20,53,1,9.305491266666667,2.7213065666666667,6.584184700000001
4808,2025-11-16T17:52:31.921Z,23201,253,2025-11-16T10:01:48.000Z,556.078506,17,52,1,9.2679751,,
24286,2025-11-16T19:49:03.721Z,23201,253,2025-11-16T11:52:20.000Z,196.278394,19,49,1,3.2713065666666665,9.2679751,-5.996668533333333
43739,2025-11-16T20:53:06.670Z,23201,253,2025-11-16T13:02:51.000Z,584.329476,20,53,1,9.7388246,3.2713065666666665,6.467518033333333
4813,2025-11-16T17:52:31.921Z,23221,257,2025-11-16T10:06:38.000Z,846.078506,17,52,1,14.101308433333333,,
24291,2025-11-16T19:49:03.721Z,23221,257,2025-11-16T12:10:21.000Z,1277.278394,19,49,1,21.287973233333332,14.101308433333333,7.186664799999999
43744,2025-11-16T20:53:06.670Z,23221,257,2025-11-16T13:25:04.000Z,1917.329476,20,53,1,31.95549126666667,21.287973233333332,10.667518033333337
